 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
0.899893346459923,1.6667403365895442e-08,0.0006211180124223603,0.0,0.00010624734381640459,0.0,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0,0.0,0.0,0.0,0.006482982171799027,0.22222221110586537,8.038585338240922e-08,0.0,1.724137945897741e-08,2.579064444372804e-06,2.5e-08,3.218884120171674e-08,0.0,2.5862068965517245e-08,3.218884120171674e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.22222221666959946,0.0,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006977946242767411,0.0026561835954101148,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00010624734381640459,0.0,0.0,0.000518798828125,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9029945032406269,9.000397817583537e-07,0.0,0.0005167958656330749,5.3123671908202294e-05,1.7473826392292645e-06,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0013698630136986301,0.014423076923076924,0.0027617951668584577,0.0,0.00017843070194489466,0.006116193730758487,3.4887460367965602e-06,0.0,9.310344907847801e-07,7.09242722202521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005166356685265551,0.0030580968441703714,0.027522935783752298,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.006977946242767411,0.0026561835954101148,0.0027617951668584577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3123671908202294e-05,0.0005167958656330749,1.7473826392292645e-06,0.000457763671875,0.0039215087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9030109114775619,4.2501878583033366e-07,0.0,0.0005167958656330749,5.3123671908202294e-05,1.7473826392292645e-06,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0013698630136986301,0.014423076923076924,0.0027617951668584577,0.0,0.00037401820226904374,0.012820498696675267,1.6559485796776298e-06,0.0,4.3965517620392395e-07,3.417260388793965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005166356685265551,0.006410249302482898,0.05769230769576924,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.006977946242767411,0.0026561835954101148,0.0027617951668584577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3123671908202294e-05,0.0005167958656330749,1.7473826392292645e-06,0.000457763671875,0.0039215087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7583066699483142,2.750121555372747e-07,0.0,0.0005167958656330749,5.3123671908202294e-05,1.7473826392292645e-06,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0013698630136986301,0.014423076923076924,0.0027617951668584577,0.0,0.0005720278387358184,0.019607829110446534,1.0771704353242834e-06,0.0,2.8448276107312724e-07,2.2566813888262033e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005166356685265551,0.009803914486759047,0.08823529413882353,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.006977946242767411,0.0026561835954101148,0.0027617951668584577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3123671908202294e-05,0.0005167958656330749,1.7473826392292645e-06,0.00048828125,0.005035400390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8998605299860531,1.6667403365895442e-08,0.0006211180124223603,0.0,0.00010624734381640459,0.0,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0,0.0,0.0,0.0,0.006482982171799027,0.22222221110586537,8.038585338240922e-08,0.0,1.724137945897741e-08,2.579064444372804e-06,2.5e-08,3.218884120171674e-08,0.0,2.5862068965517245e-08,3.218884120171674e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.22222221666959946,0.0,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006977946242767411,0.0026561835954101148,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00010624734381640459,0.0,0.0,0.0005035400390625,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8999917958815327,8.508709418289621e-06,0.0006211180124223603,0.0,0.00010624734381640459,0.0,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0,0.0,0.0,0.0,1.9030280340356563e-05,0.0006523014232546431,3.284565969205241e-05,0.0,8.801724213807967e-06,0.0006595957316483447,8.516666666666668e-06,1.0965665236051503e-05,0.0,8.810344827586207e-06,1.0965665236051503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.0006523085719608724,0.0,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006977946242767411,0.0026561835954101148,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00010624734381640459,0.0,0.0,0.0005035400390625,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9008778406760195,2.500110504884316e-08,0.0006211180124223603,0.0,0.00010624734381640459,0.0,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0,0.0,0.0,0.0,0.00486223662884927,0.16666665474437958,1.1254019473537291e-07,0.0,2.5862069188466114e-08,3.223830555466005e-06,3.3333333333333334e-08,4.2918454935622317e-08,0.0,3.448275862068966e-08,4.2918454935622317e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.16666666070552327,0.0,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006977946242767411,0.0026561835954101148,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00010624734381640459,0.0,0.0,0.0005035400390625,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9008778406760195,3.416817690008565e-07,0.0,0.0005167958656330749,5.3123671908202294e-05,1.7473826392292645e-06,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0013698630136986301,0.014423076923076924,0.0027617951668584577,0.0,0.0004630701551053485,0.015873001793679977,1.334405166147993e-06,0.0,3.534482789090369e-07,2.7724942777007644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005166356685265551,0.007936500840067409,0.07142857143714286,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.006977946242767411,0.0026561835954101148,0.0027617951668584577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3123671908202294e-05,0.0005167958656330749,1.7473826392292645e-06,0.0005035400390625,0.0039215087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15195668225449177,2.500110504884316e-08,0.0006211180124223603,0.0,0.00010624734381640459,0.0,0.0008393956351426973,0.06382978723404255,0.0026561835954101148,0.0,0.0,0.0,0.0,0.0,0.00486223662884927,0.16666665474437958,1.1254019473537291e-07,0.0,2.5862069188466114e-08,3.223830555466005e-06,3.3333333333333334e-08,4.2918454935622317e-08,0.0,3.448275862068966e-08,4.2918454935622317e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.16666666070552327,0.0,0.06382978723404255,0.0008393956351426973,0.004703652651883774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.006977946242767411,0.0026561835954101148,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00010624734381640459,0.0,0.0,0.0005035400390625,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9046189186971861,2.500110504884316e-08,0.0006211180124223603,0.0,0.00032759597676724746,0.0,0.00433687744823727,0.06382978723404255,0.008189899419181187,0.009655148219441021,0.0,0.0,0.0,0.0,0.014991896272285251,0.16666665474437958,1.1254019473537291e-07,0.0,2.5862069188466114e-08,3.223830555466005e-06,3.3333333333333334e-08,4.2918454935622317e-08,0.0,3.448275862068966e-08,4.2918454935622317e-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0005079236082893133,0.0,0.16666666070552327,0.0,0.06382978723404255,0.00433687744823727,0.01776935446528518,0.010909623660799964,0.00011901988841474126,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.026361130250454664,0.008189899419181187,0.0,0.0005079236082893133,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211180124223603,0.00032759597676724746,0.0,0.0,0.0144500732421875,0.0,0.0009871668311944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
