Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
0.0071653861706429435,0.3529411764705882,0.0011782106726250096,0.006299212598425197,0.006060606060606061,0.004777166354235956,0.0034935961539886073,0.11910377358490566,0.0,0.1528231169034665,0.13685090200215894,1.0,0.0,0.39418757245820296,0.885690288952816,0.00034378994640449443,3.77164781871695e-05,7.920308156808016e-05,0.0005167782344173441,0.0006168235345951558,8.403361344537815e-09,0.0011782083333333334,0.00014851365546218487,0.000775576804854369,0.0006168319327731093,1.8487394957983192e-07,0.000428475,0.00013389843749999998,0.00031490074444444447,0.000492578125,1.5625e-08,0.0,0.0,0.0,0.0,0.007549543881723813,0.00870561282932417,2.1213077201727546e-05,2.475510132e-05,0.0,0.8608490566037735,0.22862995913807094,0.6718126152479399,0.4513321899978146,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.24239353227517013,0.1528231169034665,0.39418757245820296,0.0,0.0,0.0,0.0,0.0,0.0,0.006299212598425197,0.004777166354235956,0.006060606060606061,0.0034935961539886073,0.12577525330058337,0.0018310546875,0.0035460992907801418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8036231298018601,0.3529411764705882,2.3333544696359044e-06,0.0007874015748031496,0.0008658008658008658,0.0003282682124068107,0.0,0.02240566037735849,0.0,0.04725633452510493,0.04200851378733198,0.0,0.0,0.0,0.0,0.0015194529966292135,0.0035587132986718553,1.1764705931784479e-06,4.7332079945799455e-06,2.2100840521855807e-06,1.4285714285714285e-07,2.3416666666666666e-06,2.361344537815126e-06,0.0,2.361344537815126e-06,2.361344537815126e-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0015728216420257941,0.001145475372279496,0.002372473672717893,0.0017793594305,0.0,0.02240566037735849,0.017070614149754804,0.03104845828201031,0.0009640067617052521,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02271155302880443,0.04725633452510493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007874015748031496,0.0003282682124068107,0.0008658008658008658,0.0,0.0019035922628185447,1.52587890625e-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,0.0023318794562747418,0.007874015748031496,0.012987012987012988,0.009381559965099906,0.009747438831974044,0.22700471698113206,0.0,0.24555205404632363,0.20229158195746347,1.0,0.0,0.513248308629252,0.8598550120478089,0.0004663043415730337,3.096626795616195e-05,9.405428610947177e-05,0.0006606896569105691,0.0009461176550093921,8.403361344537815e-09,0.002331066666666667,0.0002350655462184874,0.0011704770330097087,0.0009461260504201681,7.899159663865545e-07,0.0021577000000000002,0.00028897767859375,0.000878176418357488,0.0020885781249999997,1.5625e-08,0.0,0.0,0.0,0.0,0.009122365523749607,0.017869415807560136,1.3097893446435165e-05,2.680256161e-05,0.0,0.8608490566037735,0.38643477995318004,0.8013332703570418,0.6421350103988599,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.4004290466378495,0.24555205404632363,0.513248308629252,0.0,0.0,0.0,0.0,0.0,0.0,0.007874015748031496,0.009381559965099906,0.012987012987012988,0.009747438831974044,0.12577525330058337,0.0159912109375,0.004432624113475177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,1.091676555436798e-06,0.0007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005050499496997797,1.1050420214497564e-06,0.0,1.100840345385213e-06,1.1092436974789915e-06,1.1e-06,1.1092436974789915e-06,0.0,1.1092436974789915e-06,1.1092436974789915e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015728216420257941,0.0,0.005050499496997797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007874015748031496,0.0,0.0,0.0,0.0039453484801965,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,0.002283479017847437,0.006299212598425197,0.011255411255411255,0.011100648761651363,0.005686237471943821,0.30483490566037735,0.0,0.35511339107725787,0.2874891453856598,1.0,0.0,0.34546965642138744,0.8258917031355967,0.0003045012051685393,2.675684645600171e-05,0.00010964605886405907,0.0007130522230352303,0.0009586218567951418,8.403361344537815e-09,0.0022828833333333335,0.00028775840336134453,0.0012296623126213592,0.0009586302521008403,1.6890756302521007e-06,0.0021082833333333335,0.00032941927078125003,0.0009438584103864734,0.0021189218749999997,1.5625e-08,0.0,0.0,0.0,0.0,0.007549543881723813,0.015578465063001146,1.0942684664406537e-05,2.3721242555e-05,0.0,0.8608490566037735,0.29008325095938425,0.70371372831851,0.49521301146170854,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.3026124272572639,0.35511339107725787,0.34546965642138744,0.0,0.0,0.0,0.0,0.0,0.0,0.006299212598425197,0.011100648761651363,0.011255411255411255,0.005686237471943821,0.12577525330058337,0.0159912109375,0.004432624113475177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,2.0750187962119294e-06,0.0007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002666661100359809,2.0966386642715906e-06,0.0,2.0924369923734204e-06,2.100840336134454e-06,2.0833333333333334e-06,2.100840336134454e-06,0.0,2.100840336134454e-06,2.100840336134454e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015728216420257941,0.0,0.002666661100359809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007874015748031496,0.0,0.0,0.0,0.003868590727663494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0012939749292357461,0.3529411764705882,0.04970071687232701,0.0015748031496062992,0.0008658008658008658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17981177883261e-07,0.016705970658428448,0.09282410975609756,0.049941874369259454,1.596638655462185e-07,0.049700275,0.02505896218487395,0.13552044718446601,0.049941882352941176,0.00017604201680672269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028310789556464295,0.0018327605956471936,1.6209058590465834e-07,8.38358875e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.0,0.0008658008658008658,0.0,0.12577525330058337,0.4455718994140625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8037201779215528,0.3529411764705882,1.1916774612783368e-06,0.0007874015748031496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629624074648812,1.205882358007909e-06,0.0,1.2016806823670646e-06,1.2100840336134453e-06,1.2e-06,1.2100840336134453e-06,0.0,1.2100840336134453e-06,1.2100840336134453e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015728216420257941,0.0,0.004629624074648812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007874015748031496,0.0,0.0,0.0,0.014031317163033467,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,0.0007568985229057868,0.005511811023622047,0.006926406926406926,0.015100337770713294,0.003609339466802966,0.6356132075471698,0.0,0.5434478470387066,0.5686276913324474,1.0,0.0,0.35634117751439587,0.8641684357818414,0.0006984432360674157,5.871346320435766e-05,5.0879832146553906e-05,0.00026961132463414634,0.00019615126215253163,8.403361344537815e-09,0.00057865,8.335894357983193e-05,0.00038489291779935275,0.00019634453781512605,4.033613445378151e-07,0.0005796083333333334,0.000155252232140625,0.00029740809758454107,0.00037067187499999996,1.5625e-08,0.0,0.0,0.0,0.0,0.006763133060710915,0.009851088201603665,2.9353941000496587e-05,4.4039283039999996e-05,0.0,0.8608490566037735,0.29839222136676485,0.7246319176935252,0.5250914161403558,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.316355497740548,0.5434478470387066,0.35634117751439587,0.0,0.0,0.0,0.0,0.0,0.0,0.005511811023622047,0.015100337770713294,0.006926406926406926,0.003609339466802966,0.12577525330058337,0.1250152587890625,0.004432624113475177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0071653861706429435,0.3529411764705882,1.2583447318393627e-06,0.0015748031496062992,0.0,0.00026779775222660876,0.0,0.018278301886792452,0.0,0.025700813505362973,0.027981422202878966,0.0,0.0,0.0,0.0,0.0022915434651685396,0.006578941825528325,6.344537841783772e-07,1.7246506859078591e-06,1.0084033698185157e-06,2.6050420168067226e-07,1.2666666666666667e-06,6.38655462184874e-07,2.059534314239482e-06,1.0168067226890757e-06,2.6050420168067226e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023592324630386913,0.0,0.006578941825528325,0.0,0.0,0.018278301886792452,0.006963013666347354,0.021935562163348823,0.0004811688874980453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.009263922944190277,0.025700813505362973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015748031496062992,0.00026779775222660876,0.0,0.0,0.003960700030703102,0.0,0.0008865248226950354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
