Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9751371555025864,0.9982517030823421,0.9987892837264815,0.9978934792629045,0.9980289998106463
Exploits,0.006140873598719789,0.7103909465020576,0.6291571753986333,0.6418289585097375,0.5179954441913439
Reconnaissance,0.0018800305504964455,0.6017857142857144,0.5014880952380952,0.3650442477876106,0.24553571428571427
DoS,0.001331688306601649,0.032454361054766734,0.01680672268907563,0.0,0.0
Generic,0.008241919645479953,0.9617867736869656,0.9355057705363204,0.9379483500717359,0.8876442634080108
Shellcode,0.00020143184469604774,0.0,0.0,0.0,0.0
 Fuzzers,0.005802356193050042,0.48448327809581193,0.3876567020250723,0.4517167381974249,0.4059787849566056
Worms,3.0774309606340626e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006350698436944839,0.0,0.0,0.0,0.0
Analysis,0.0005987002050688086,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
