Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9751371555025864,0.998128198976902,0.9975125805470602,0.9979667500452313,0.9982240915324455
Exploits,0.006140873598719789,0.7263922518159807,0.683371298405467,0.6590719644345652,0.5403189066059225
Reconnaissance,0.0018800305504964455,0.6845637583892618,0.6071428571428571,0.4497409326424871,0.3229166666666667
DoS,0.001331688306601649,0.0041841004184100415,0.0021008403361344537,0.0,0.0
Generic,0.008241919645479953,0.9610662925289372,0.9300746775288526,0.9414248021108179,0.9083503054989817
Shellcode,0.00020143184469604774,0.0,0.0,0.0,0.0
 Fuzzers,0.005802356193050042,0.5347514222112293,0.5212150433944069,0.4328233657858136,0.3751205400192864
Worms,3.0774309606340626e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006350698436944839,0.0,0.0,0.0,0.0
Analysis,0.0005987002050688086,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
