Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9751259648445477,0.9983940434655938,0.9990618275713671,0.9980742628530757,0.998786400803328
Exploits,0.0060485506699007666,0.7248356095093577,0.6628122109158187,0.6722552731206056,0.5749306197964847
Reconnaissance,0.0020506880855861525,0.713588850174216,0.6984993178717599,0.6115569823434992,0.519781718963165
DoS,0.0013176999840533122,0.008456659619450317,0.004246284501061571,0.0,0.0
Generic,0.008476923464292008,0.9609722697706266,0.9264026402640264,0.9601505045322388,0.9264026402640264
Shellcode,0.0002350038188120557,0.0,0.0,0.0,0.0
 Fuzzers,0.005558959380708984,0.4923277832190663,0.3794665324609965,0.44790046656298604,0.3623553095118269
Worms,3.0774309606340626e-05,0.0,0.0,0.0,0.0
Backdoors,0.0005651282309528006,0.0,0.0,0.0,0.0
Analysis,0.0005903072115398066,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
