Category,Proportion,F1,DR,Enc F1,Enc DR
Ninguno,0.9752462644184635,0.9984188884010686,0.9991221854713089,0.9979557622937983,0.9994291336888578
Exploits,0.006045753005391099,0.7266009852216749,0.6825543729754743,0.6639095671353736,0.5571494678389635
Reconnaissance,0.001840863247361103,0.6883720930232557,0.6747720364741642,0.4083250743310208,0.3130699088145897
DoS,0.0013176999840533122,0.008456659619450317,0.004246284501061571,0.008438818565400843,0.004246284501061571
Generic,0.008325849580769974,0.962821403752606,0.9311155913978495,0.9612322602976808,0.9331317204301075
Shellcode,0.00028815944449573494,0.01923076923076923,0.009708737864077669,0.0,0.0
 Fuzzers,0.005659675303057008,0.4967824967824968,0.3816114681166584,0.19376299376299377,0.11517548195748888
Worms,3.0774309606340626e-05,0.0,0.0,0.0,0.0
Backdoors,0.0006266768501654819,0.0,0.0,0.0,0.0
Analysis,0.0006182838566364799,0.0,0.0,0.0,0.0
 Reconnaissance ,0.0,0.0,0.0,0.0,0.0
Backdoor,0.0,0.0,0.0,0.0,0.0
 Fuzzers ,0.0,0.0,0.0,0.0,0.0
 Shellcode ,0.0,0.0,0.0,0.0,0.0
